cat,query,relations,entities
Basic-direction Query,Can you provide guidance on the route from Martin-Luther-Str. (Schöneberg) to Falkenhagener Str. (Falkensee)?,[],"['Martin-Luther-Str. (Schöneberg)', 'Falkenhagener Str. (Falkensee)']"
Basic-direction Query,Can you provide wayfinding route details from Hirzerweg to B246a?,[],"['Hirzerweg', 'B246a']"
Basic-direction Query,I want to know the direction from Nudow to Osdorfer Str..,[],"['Nudow', 'Osdorfer Str.']"
Basic-direction Query,Could you give me the directional bearing from Gebrüder Katz to Ahrensfelde?,[],"['Gebrüder Katz', 'Ahrensfelde']"
Basic-direction Query,What's the approximate heading from Löwenberg (Mark) to Rodelbergweg?,[],"['Löwenberg (Mark)', 'Rodelbergweg']"
Basic-direction Query,What is the course between Görlitzer Bhf. and Chengzuo camp?,[],"['Görlitzer Bhf.', 'Chengzuo camp']"
Basic-direction Query,Could you provide assistance on finding the direction from Universitätsklinikum Rudolf Virchow to Stralauer Allee?,[],"['Universitätsklinikum Rudolf Virchow', 'Stralauer Allee']"
Basic-direction Query,"Generally, how do I head towards Beelitz-Heilstätten from Grenzallee?",[],"['Beelitz-Heilstätten', 'Grenzallee']"
Basic-direction Query,Can you provide a rough directional bearing between Hoffmannstr. (Treptow) and Brüssow?,[],"['Hoffmannstr. (Treptow)', 'Brüssow']"
Basic-direction Query,Directional route from Im Grund (Dahlwitz-Hoppegarten) to U6.,[],"['Im Grund (Dahlwitz-Hoppegarten)', 'U6']"
Basic-direction Query,How do I locate the path from Drewitzer Str. (Potsdam) to Dankmarsteig?,[],"['Drewitzer Str. (Potsdam)', 'Dankmarsteig']"
Basic-direction Query,"How would you generally chart the course from Fasanenstr. (Charlottenburg, Wilmersdorf) to Xingwu Road?",[],"['Fasanenstr. (Charlottenburg, Wilmersdorf)', 'Xingwu Road']"
Basic-direction Query,Could you provide advice on the route from Behmstr. to Schönfließer Str. (Frohnau)?,[],"['Behmstr.', 'Schönfließer Str. (Frohnau)']"
Basic-direction Query,How do I follow the designated way from Thuner Platz to Riesaer Str.?,[],"['Thuner Platz', 'Riesaer Str.']"
Basic-direction Query,Compass point from Wernesgrüner Bierstube to Yingao Lane.,[],"['Wernesgrüner Bierstube', 'Yingao Lane']"
Basic-direction Query,"What is the suggested navigational route from Labüskesee to Markgrafenstr. (Kreuzberg, Mitte)?",[],"['Labüskesee', 'Markgrafenstr. (Kreuzberg, Mitte)']"
Basic-direction Query,What's the compass bearing between Christstr. and Hilbertstr.?,[],"['Christstr.', 'Hilbertstr.']"
Basic-direction Query,What is the compass bearing between Buchholz - Steinhöfel and International?,[],"['Buchholz - Steinhöfel', 'International']"
Basic-direction Query,How do I navigate the direction from Moritzstr. (Spandau) to Havelchaussee?,[],"['Moritzstr. (Spandau)', 'Havelchaussee']"
Basic-direction Query,What's the broad compass heading from Nanjing travel agency to Petersburger Str.?,[],"['Nanjing travel agency', 'Petersburger Str.']"
Basic-direction Query,What is the compass point from Samâdhi to Bellevue?,[],"['Samâdhi', 'Bellevue']"
Basic-direction Query,What's the basic directional guidance for traveling from Priesterweg (Schöneberg) to Gitschiner Str.?,[],"['Priesterweg (Schöneberg)', 'Gitschiner Str.']"
Basic-direction Query,Find the way to Kulisse from Templin Fährkrug.,[],"['Kulisse', 'Templin Fährkrug']"
Basic-direction Query,Can you give me the directional heading from Humboldtallee (Falkensee) to Gädebehn - Wolkow?,[],"['Humboldtallee (Falkensee)', 'Gädebehn - Wolkow']"
Basic-direction Query,What's the broad bearing between 13503 and Berliner Stadtforst Köpenick?,[],"['13503', 'Berliner Stadtforst Köpenick']"
Basic-direction Query,Any sense of a route from Lichterfelde to Nola?,[],"['Lichterfelde', 'Nola']"
Basic-direction Query,Can you give a sense of orientation from NSG to Longbin Road?,[],"['NSG', 'Longbin Road']"
Basic-direction Query,What's the approximate directional bearing between Griebnitzstr. (Potsdam) and Ganlu Lane?,[],"['Griebnitzstr. (Potsdam)', 'Ganlu Lane']"
Basic-direction Query,How should I determine the compass heading from Messedamm to Daming Road?,[],"['Messedamm', 'Daming Road']"
Basic-direction Query,Can you provide assistance on finding the direction from Orangerie im Radisson SAS Hotel Berlin to Ankogelweg?,[],"['Orangerie im Radisson SAS Hotel Berlin', 'Ankogelweg']"
Basic-direction Query,Can you provide the direction from Gerlinger Str. to Salzgitter-Bad?,[],"['Gerlinger Str.', 'Salzgitter-Bad']"
Basic-direction Query,Determine the heading UCI Kinowelt Friedrichshain to Leonhardyweg.,[],"['UCI Kinowelt Friedrichshain', 'Leonhardyweg']"
Basic-direction Query,Can you provide an overall heading from Tabuna to Lankwitzer Str. (Mariendorf)?,[],"['Tabuna', 'Lankwitzer Str. (Mariendorf)']"
Basic-direction Query,What's the simplest way to determine the directional heading from Chorin - Brodowin to Jolesch?,[],"['Chorin - Brodowin', 'Jolesch']"
Basic-direction Query,Can you provide the compass heading between Berliner Str. (Woltersdorf) and Nauener Tor?,[],"['Berliner Str. (Woltersdorf)', 'Nauener Tor']"
Basic-direction Query,Travel direction Lange Str. [vor Kaufhof] to Kluckstr..,[],"['Lange Str. [vor Kaufhof]', 'Kluckstr.']"
Basic-direction Query,Can you offer a general sense of navigation route from Au Lac im Hotel Seehof Berlin to Wusterwitz?,[],"['Au Lac im Hotel Seehof Berlin', 'Wusterwitz']"
Basic-direction Query,Can you give a heading from Miedzyzdroje to Gleiwitzer Str.?,[],"['Miedzyzdroje', 'Gleiwitzer Str.']"
Basic-direction Query,How can I determine the compass heading if I start at Rohrdamm and head towards Joachimstr. (Mitte)?,[],"['Rohrdamm', 'Joachimstr. (Mitte)']"
Basic-direction Query,Can you provide the directional path between Der Obersee and De Koekepan?,[],"['Der Obersee', 'De Koekepan']"
Basic-direction Query,What's the azimuth between zoogarten and Vockerode - Dessau?,[],"['zoogarten', 'Vockerode - Dessau']"
Basic-direction Query,Map the direction from Pottensteiner Weg to Calbe - Förderstedt.,[],"['Pottensteiner Weg', 'Calbe - Förderstedt']"
Basic-direction Query,Navigate from Ostseebad Prerow to Rhenaniastr..,[],"['Ostseebad Prerow', 'Rhenaniastr.']"
Basic-direction Query,What is the heading to Pudong Road from Böhmische Str.?,[],"['Pudong Road', 'Böhmische Str.']"
Basic-direction Query,Lerchensteig (Potsdam) to Seeburger Weg compass bearing.,[],"['Lerchensteig (Potsdam)', 'Seeburger Weg']"
Basic-direction Query,What is the compass point when traveling from Labüskesee to Kähnert - Gladau?,[],"['Labüskesee', 'Kähnert - Gladau']"
Basic-direction Query,Point me from Angerweg in the direction of Union Jack..,[],"['Angerweg', 'Union Jack']"
Basic-direction Query,"In a general sense, what's the compass heading when traveling from Knesebeckstr. (Charlottenburg, Wilmersdorf) to Samoastr.?",[],"['Knesebeckstr. (Charlottenburg, Wilmersdorf)', 'Samoastr.']"
Basic-direction Query,Could you provide advice on the route from Eichwalder Str. (Gosen) to Fürstenberg?,[],"['Eichwalder Str. (Gosen)', 'Fürstenberg']"
Basic-direction Query,How do I follow the compass heading for the route from Dahlem-Dorf to S26?,[],"['Dahlem-Dorf', 'S26']"
Basic-direction Query,"Can you provide the directional instructions from Altdorfer Str. to Aschaffenburger Str. (Schöneberg, Wilmersdorf)?",[],"['Altdorfer Str.', 'Aschaffenburger Str. (Schöneberg, Wilmersdorf)']"
Basic-direction Query,"Can you provide the compass direction from Jiangqiao line to (Wuhlewanderweg, westliches Ufer)?",[],"['Jiangqiao line', '(Wuhlewanderweg, westliches Ufer)']"
Basic-direction Query,How would you generally reach Hedwigstr. (Friedenau) from Hohenzollernkanal?,[],"['Hedwigstr. (Friedenau)', 'Hohenzollernkanal']"
Basic-direction Query,Could you please suggest the directional path from Genthin to Hauptstr. (Brandenburg)?,[],"['Genthin', 'Hauptstr. (Brandenburg)']"
Basic-direction Query,Can you provide an overall travel direction from Klick to RB35?,[],"['Klick', 'RB35']"
Basic-direction Query,Schillerpromenade (Neukölln) to B198: Neustrelitz - Woldegk route map.,[],"['Schillerpromenade (Neukölln)', 'B198: Neustrelitz - Woldegk']"
Basic-direction Query,What is the travel direction from Jüdisches Museum to Pilatusweg?,[],"['Jüdisches Museum', 'Pilatusweg']"
Basic-direction Query,How do I get from Zossener Str. (Kreuzberg) to Taiying Road?,[],"['Zossener Str. (Kreuzberg)', 'Taiying Road']"
Basic-direction Query,What's the approximate bearing between Ihleburg - Hohenseeden and Wangnitzsee?,[],"['Ihleburg - Hohenseeden', 'Wangnitzsee']"
Basic-direction Query,What's the broad compass heading when traveling from Eichwalder Str. (Gosen) to Longyang Road?,[],"['Eichwalder Str. (Gosen)', 'Longyang Road']"
Basic-direction Query,In which direction should I head towards U4 from Hackescher Markt?,[],"['U4', 'Hackescher Markt']"
Basic-direction Query,What's the cardinal direction between Shuangtang Garden and Wernsdorf?,[],"['Shuangtang Garden', 'Wernsdorf']"
Basic-direction Query,Map the direction from Edd´s Thailändische Spezialitäten to Dornacher Str..,[],"['Edd´s Thailändische Spezialitäten', 'Dornacher Str.']"
Basic-direction Query,"Generally, how do I head towards Hubertussiedlung - Kienberg from Kade?",[],"['Hubertussiedlung - Kienberg', 'Kade']"
Basic-direction Query,How do I find the compass direction from Café Kö to Schmankerl Wilmersdorf?,[],"['Café Kö', 'Schmankerl Wilmersdorf']"
Basic-direction Query,Navigate the way to Drebkau from Castros.,[],"['Drebkau', 'Castros']"
Basic-direction Query,What is the compass direction from Zur Historischen Mühle (Potsdam) to Röbel?,[],"['Zur Historischen Mühle (Potsdam)', 'Röbel']"
Basic-direction Query,"If I start at La Pignata, what route should I take to Pappelallee (Potsdam)?",[],"['La Pignata', 'Pappelallee (Potsdam)']"
Basic-direction Query,What is the direction if I travel from Berliner Str. (B1) (Potsdam) to RB27?,[],"['Berliner Str. (B1) (Potsdam)', 'RB27']"
Basic-direction Query,Could you guide me on the compass direction from Badesee Arkenberge to Fengnan Street?,[],"['Badesee Arkenberge', 'Fengnan Street']"
Basic-direction Query,Give me the direction from Wenguang Road to Odenwaldstr..,[],"['Wenguang Road', 'Odenwaldstr.']"
Basic-direction Query,"If I start at Theodor-Heuss-Platz, what route should I take to Breeger Bodden?",[],"['Theodor-Heuss-Platz', 'Breeger Bodden']"
Basic-direction Query,"Guide me on the route from Mehrower Allee to Altensteiner Krug, please.",[],"['Mehrower Allee', 'Altensteiner Krug']"
Basic-direction Query,What's the recommended compass bearing from Wilder Eber to Kemberger Str.?,[],"['Wilder Eber', 'Kemberger Str.']"
Basic-direction Query,I'm curious about the direction from Brückenstr. (Steglitz) to Else-Lasker-Schüler-Str..,[],"['Brückenstr. (Steglitz)', 'Else-Lasker-Schüler-Str.']"
Basic-direction Query,How do I find the correct compass point for the route from Ty Breizh to KIT KAT Club?,[],"['Ty Breizh', 'KIT KAT Club']"
Basic-direction Query,"Guide me on the route from Shengxiu Road to Bergstr. (Steglitz), please.",[],"['Shengxiu Road', 'Bergstr. (Steglitz)']"
Basic-direction Query,Is there a simple way to find the compass bearing from Tremmen - Gohlitz to André-Pican-Str. (Oranienburg)?,[],"['Tremmen - Gohlitz', 'André-Pican-Str. (Oranienburg)']"
Basic-direction Query,Heading to Regattastr. from Magdeburger Str. (Brandenburg).,[],"['Regattastr.', 'Magdeburger Str. (Brandenburg)']"
Basic-direction Query,Could you please tell me the direction from Siedenbrünzow - Loitz to Müggelheimer Str.?,[],"['Siedenbrünzow - Loitz', 'Müggelheimer Str.']"
Basic-direction Query,How would you describe the course bearing from Orangerie im Radisson SAS Hotel Berlin to Berlinickeplatz?,[],"['Orangerie im Radisson SAS Hotel Berlin', 'Berlinickeplatz']"
Basic-direction Query,What would be the orientation if I travel from Pingjiangfu Road to Statthaus Böcklerpark?,[],"['Pingjiangfu Road', 'Statthaus Böcklerpark']"
Basic-direction Query,Please tell me the direction to go from Friedland|(Vorpommern) to Lynow.,[],"['Friedland|(Vorpommern)', 'Lynow']"
Basic-direction Query,Find the way to Kieler Str. (Steglitz) from Treptower Park.,[],"['Kieler Str. (Steglitz)', 'Treptower Park']"
Basic-direction Query,Can you provide route guidance for the journey from B320: Lübben - Lieberose to (Rangowbruch)?,[],"['B320: Lübben - Lieberose', '(Rangowbruch)']"
Basic-direction Query,"In a general sense, what's the overall orientation from Eisenacher Str. (Mariendorf) to Einsteinturm (Potsdam)?",[],"['Eisenacher Str. (Mariendorf)', 'Einsteinturm (Potsdam)']"
Basic-direction Query,I'm looking for directions from Blissestr. to Anjiang Road.,[],"['Blissestr.', 'Anjiang Road']"
Basic-direction Query,What direction should I take from Gerbstedt to Nauener Str.?,[],"['Gerbstedt', 'Nauener Str.']"
Basic-direction Query,Can you guide me on the course bearing from Richard-Wagner-Platz to Yunlianghedong Road?,[],"['Richard-Wagner-Platz', 'Yunlianghedong Road']"
Basic-direction Query,What is the compass point when traveling from Georgenstr. (Mitte) to Eickstedt?,[],"['Georgenstr. (Mitte)', 'Eickstedt']"
Basic-direction Query,I'm planning a trip from Maselake to Hohen Neuendorf - Hennigsdorf. What direction should I take?,[],"['Maselake', 'Hohen Neuendorf - Hennigsdorf']"
Basic-direction Query,Can you give me a sense of direction from Bernau to Guchenghu North Road?,[],"['Bernau', 'Guchenghu North Road']"
Basic-direction Query,Can you give a sense of orientation from Helgolandstr. to Krausenstr.?,[],"['Helgolandstr.', 'Krausenstr.']"
Basic-direction Query,Point me in the right direction from Neverin to Tauentzienstr..,[],"['Neverin', 'Tauentzienstr.']"
Basic-direction Query,How do I chart the course from Fergitzer Mühle - Fergitz to Plätlinsee?,[],"['Fergitzer Mühle - Fergitz', 'Plätlinsee']"
Basic-direction Query,"General route from U1,U12,U15,U2 to Blönsdorf?",[],"['U1,U12,U15,U2', 'Blönsdorf']"
Basic-direction Query,What is the compass heading from Altentreptow - Stavenhagen to Garnisonkirchplatz?,[],"['Altentreptow - Stavenhagen', 'Garnisonkirchplatz']"
Basic-direction Query,Route advice from Yongfu Lane to Grabow|b. Burg?,[],"['Yongfu Lane', 'Grabow|b. Burg']"
Basic-direction Query,Could you provide advice on the route from Bad Sülze - Ravenhorst to Brüssow - Hammelstall?,[],"['Bad Sülze - Ravenhorst', 'Brüssow - Hammelstall']"
Basic-direction Query,Can you provide a broad sense of the way to follow from Körnerstr. (Steglitz) to B2a?,[],"['Körnerstr. (Steglitz)', 'B2a']"
Basic-direction Query,How do I find the orientation from Neuhaus - Friedrichsfelde to Rost?,[],"['Neuhaus - Friedrichsfelde', 'Rost']"
Basic-direction Query,What's the cardinal direction between Erich-Weinert-Str. and Luisenbräu?,[],"['Erich-Weinert-Str.', 'Luisenbräu']"
Basic-direction Query,What's the orientation when traveling from Frankfurter Tor to (Am Jüdischen Museum)?,[],"['Frankfurter Tor', '(Am Jüdischen Museum)']"
Basic-direction Query,Can you please guide me on the directional path to Marienthal from Shangshu Lane?,[],"['Marienthal', 'Shangshu Lane']"
Basic-direction Query,"In a general sense, what's the orientation from Karpfenteich to Kottbusser Damm?",[],"['Karpfenteich', 'Kottbusser Damm']"
Basic-direction Query,Cardinal direction between Boddinstr. and Schermen?,[],"['Boddinstr.', 'Schermen']"
Basic-direction Query,What's the compass direction to follow from Fengshui Road to Grottkauer Str.?,[],"['Fengshui Road', 'Grottkauer Str.']"
Basic-direction Query,How should I determine the compass heading from Shuangbaigang Road to Konrad-Wolf-Str.?,[],"['Shuangbaigang Road', 'Konrad-Wolf-Str.']"
Basic-direction Query,Is there a simple way to find the compass bearing from Flottwellstr. to Warmensteinacher Str.?,[],"['Flottwellstr.', 'Warmensteinacher Str.']"
Basic-direction Query,What is the course from Alte Hellersdorfer Str. to Sachtlebenstr.?,[],"['Alte Hellersdorfer Str.', 'Sachtlebenstr.']"
Basic-direction Query,What's the broad compass point when traveling from Prieros - Friedersdorf to Guangning Street?,[],"['Prieros - Friedersdorf', 'Guangning Street']"
Basic-direction Query,How do I navigate from Café Uebereck to Nikolaikirche (Potsdam)?,[],"['Café Uebereck', 'Nikolaikirche (Potsdam)']"
Basic-direction Query,What's the broad heading from (Am Langen See) to Gottow?,[],"['(Am Langen See)', 'Gottow']"
Basic-direction Query,What is the heading when traveling from Huangshanling Road to Flaischlenstr.?,[],"['Huangshanling Road', 'Flaischlenstr.']"
Basic-direction Query,How would you describe the directional path between Lichterfelder Ring and Anklam?,[],"['Lichterfelder Ring', 'Anklam']"
Basic-direction Query,Tell me the direction from RE3 to Filmbühne Am Steinplatz.,[],"['RE3', 'Filmbühne Am Steinplatz']"
Basic-direction Query,Directional heading from Pujiang Road to Holzmarkstr. (Potsdam).,[],"['Pujiang Road', 'Holzmarkstr. (Potsdam)']"
Basic-direction Query,Can you provide advice on the route from Kruggasse to Nienburg?,[],"['Kruggasse', 'Nienburg']"
Basic-direction Query,Can you provide advice on the route from Songshan Road to Otto-Sidow-Str. (B1/B102) (Brandenburg)?,[],"['Songshan Road', 'Otto-Sidow-Str. (B1/B102) (Brandenburg)']"
Basic-direction Query,"In a general sense, what's the orientation from Jiqinglu Xinqiao to Archibaldweg?",[],"['Jiqinglu Xinqiao', 'Archibaldweg']"
Basic-direction Query,Can you provide me with the compass heading for Schönower Str. to Klingsorstr.?,[],"['Schönower Str.', 'Klingsorstr.']"
Basic-direction Query,What is the travel direction from Gebrüder Salomon to Supamolly?,[],"['Gebrüder Salomon', 'Supamolly']"
Basic-direction Query,Navigate from Messelpark to Dongfang Road.,[],"['Messelpark', 'Dongfang Road']"
Basic-direction Query,"What is the cardinal direction from Calbe - Förderstedt to RE5,RE6,RB20?",[],"['Calbe - Förderstedt', 'RE5,RE6,RB20']"
Basic-direction Query,How do I plan the route from Nordbahnhof to Bahnsdorf?,[],"['Nordbahnhof', 'Bahnsdorf']"
Basic-direction Query,What's the compass heading when heading towards Torgauer Str. (Schöneberg) from (Mauerweg)?,[],"['Torgauer Str. (Schöneberg)', '(Mauerweg)']"
Basic-direction Query,What's the basic directional guidance for traveling from Klasdorf to Intertank?,[],"['Klasdorf', 'Intertank']"
Basic-direction Query,"If I start at Rehsen, what route should I take to Schwedt Mitte?",[],"['Rehsen', 'Schwedt Mitte']"
Basic-direction Query,Give me the direction from Braustübl to Bausdorfstr..,[],"['Braustübl', 'Bausdorfstr.']"
Basic-direction Query,How do I follow the designated way from Mauerstr. (Mitte) to Talsperre Spremberg?,[],"['Mauerstr. (Mitte)', 'Talsperre Spremberg']"
Basic-direction Query,What would be the recommended direction from Schulzendorf to Conradstr. (Wannsee)?,[],"['Schulzendorf', 'Conradstr. (Wannsee)']"
Basic-direction Query,I'm at Elster and need to get to Wittenbergplatz. What's the basic direction?,[],"['Elster', 'Wittenbergplatz']"
Basic-direction Query,What's the approximate direction to find the way from Ruhwaldweg to Im Domstift?,[],"['Ruhwaldweg', 'Im Domstift']"
Basic-direction Query,Find the way to Schönborn from Zhongyang Avenue.,[],"['Schönborn', 'Zhongyang Avenue']"
Basic-direction Query,What's the basic directional guidance for traveling from Shilang Road to Heinrich?,[],"['Shilang Road', 'Heinrich']"
Basic-direction Query,"Can you guide me on the course bearing from Rotes Rathaus to Parkweg (Treptow, Friedrichshain)?",[],"['Rotes Rathaus', 'Parkweg (Treptow, Friedrichshain)']"
Basic-direction Query,What's the basic direction to reach SO 36 from Weichselstr. (Friedrichshain)?,[],"['SO 36', 'Weichselstr. (Friedrichshain)']"
Basic-direction Query,I'm trying to find my way from Brodauer Str. to Ihleburg - Hohenseeden. Can you assist me with the compass direction?,[],"['Brodauer Str.', 'Ihleburg - Hohenseeden']"
Basic-direction Query,Could you please tell me the direction from Karl-Bonhoeffer-Nervenklinik to Jingxin Road?,[],"['Karl-Bonhoeffer-Nervenklinik', 'Jingxin Road']"
Basic-direction Query,What's the overall directional heading from Otto-von-Bismarck-Str. to Friedrichsfelde|Steinhöfel?,[],"['Otto-von-Bismarck-Str.', 'Friedrichsfelde|Steinhöfel']"
Basic-direction Query,How do I determine the compass direction for the route between Eckstein and Will?,[],"['Eckstein', 'Will']"
Basic-direction Query,Can you provide wayfinding route details from Ankogelweg to Nienburg?,[],"['Ankogelweg', 'Nienburg']"
Basic-direction Query,I need to find the direction from Greifswalder Str. to Märkisches Ufer.,[],"['Greifswalder Str.', 'Märkisches Ufer']"
Basic-direction Query,Which way should I head from Albrechtstr. (Tempelhof) to Thymensee?,[],"['Albrechtstr. (Tempelhof)', 'Thymensee']"
Basic-direction Query,Find the way to Braunschweiger Ufer from Wangshu Road.,[],"['Braunschweiger Ufer', 'Wangshu Road']"
Basic-direction Query,Navigation route Tasdorf - Altlandsberg to Schubertstr. (Lichterfelde).,[],"['Tasdorf - Altlandsberg', 'Schubertstr. (Lichterfelde)']"
Basic-direction Query,How would you generally navigate from Kurzlipsdorf - Kaltenborn to Wrangelstr. (Steglitz)?,[],"['Kurzlipsdorf - Kaltenborn', 'Wrangelstr. (Steglitz)']"
Basic-direction Query,Directional bearing between Nangong Road and Pudagla?,[],"['Nangong Road', 'Pudagla']"
Basic-direction Query,Can you guide me from B105 towards Domäne Dahlem?,[],"['B105', 'Domäne Dahlem']"
Basic-direction Query,I need to find the direction from JoJo to Tongxin Road.,[],"['JoJo', 'Tongxin Road']"
Basic-direction Query,"In a general sense, what's the heading from Koppenplatz to Schulzestr.?",[],"['Koppenplatz', 'Schulzestr.']"
Basic-direction Query,Map the direction from Schlesisches Tor to Meilenstein.,[],"['Schlesisches Tor', 'Meilenstein']"
Basic-direction Query,How would you describe the overall wayfinding from Königsbrück to Tribsees - Franzburg?,[],"['Königsbrück', 'Tribsees - Franzburg']"
Basic-direction Query,"Determine the orientation Auguste-Viktoria-Str. (Grunewald, Schmargendorf) to Königsweg (Zehlendorf).",[],"['Auguste-Viktoria-Str. (Grunewald, Schmargendorf)', 'Königsweg (Zehlendorf)']"
Basic-direction Query,What is the course from (Waldweg an der S-Bahn) to Heesestr. (Biesdorf)?,[],"['(Waldweg an der S-Bahn)', 'Heesestr. (Biesdorf)']"
Basic-direction Query,Navigation route Kopfstr. to Schlieben.,[],"['Kopfstr.', 'Schlieben']"
Basic-direction Query,What is the bearing between Schöneicher Str. (Schöneiche) and Mühlenstr. (Eggersdorf)?,[],"['Schöneicher Str. (Schöneiche)', 'Mühlenstr. (Eggersdorf)']"
Basic-direction Query,What is the charted course from G104 to Wegedornstr.?,[],"['G104', 'Wegedornstr.']"
Basic-direction Query,What's the bearing from Dolgen to (Zinnowitz)?,[],"['Dolgen', '(Zinnowitz)']"
Basic-direction Query,What is the cardinal direction from Luckenwalde to Tempelhofer Damm?,[],"['Luckenwalde', 'Tempelhofer Damm']"
Basic-direction Query,"In a general sense, what's the orientation from Liebesinsel to B246: Beeskow - Eisenhüttenstadt?",[],"['Liebesinsel', 'B246: Beeskow - Eisenhüttenstadt']"
Basic-direction Query,What's the compass bearing if I travel from Bauernweg to Reinberg?,[],"['Bauernweg', 'Reinberg']"
Basic-direction Query,What's the general heading from Café Kö to Salomon?,[],"['Café Kö', 'Salomon']"
Basic-direction Query,What's the approximate directional route from Archivstr. to Prösen Ost?,[],"['Archivstr.', 'Prösen Ost']"
Basic-direction Query,What's the broad route map from Kaicheng Road to Westfälische Str.?,[],"['Kaicheng Road', 'Westfälische Str.']"
Basic-direction Query,Can you give a sense of the compass point when traveling from Pinnow|Uckermark to Ziekowstr.?,[],"['Pinnow|Uckermark', 'Ziekowstr.']"
Basic-direction Query,Direct me from Lino towards Lindow - Rheinsberg (Radwanderweg).,[],"['Lino', 'Lindow - Rheinsberg (Radwanderweg)']"
Basic-direction Query,I need to find the direction from Krefelder Str. to Phillip-Müller-Str. (Strausberg).,[],"['Krefelder Str.', 'Phillip-Müller-Str. (Strausberg)']"
Basic-direction Query,What's the general direction to reach Marzahner Chaussee from Joseph-Haydn-Str.?,[],"['Marzahner Chaussee', 'Joseph-Haydn-Str.']"
Basic-direction Query,What's the compass direction to follow from Begonienplatz to Hermannplatz?,[],"['Begonienplatz', 'Hermannplatz']"
Basic-direction Query,Can you provide an overall orientation from Alt-Friedrichsfelde to Morusstr.?,[],"['Alt-Friedrichsfelde', 'Morusstr.']"
Basic-direction Query,What's the orientation when traveling from Maxwell to Yingchun Street?,[],"['Maxwell', 'Yingchun Street']"
Basic-direction Query,How would you describe the overall navigation route from Dallgow - Falkensee to Götschendorf - Böckenberg?,[],"['Dallgow - Falkensee', 'Götschendorf - Böckenberg']"
Basic-direction Query,Putbus - Binz to Xingzhi Road orientation.,[],"['Putbus - Binz', 'Xingzhi Road']"
Basic-direction Query,"Can you give a sense of directional route from RE1,RE2,RE3,RE4,RE5 to Bruno-Taut-Str.?",[],"['RE1,RE2,RE3,RE4,RE5', 'Bruno-Taut-Str.']"
Basic-direction Query,Could you please suggest the compass direction from Treuenbrietzener Str. to Blockdammweg?,[],"['Treuenbrietzener Str.', 'Blockdammweg']"
Basic-direction Query,Which way is it from Tangzi Street to Grieben (b Gransee)?,[],"['Tangzi Street', 'Grieben (b Gransee)']"
Basic-direction Query,Bearing from Jiqingmen Street to Kemperplatz.,[],"['Jiqingmen Street', 'Kemperplatz']"
Basic-direction Query,Route guidance from Teltowkanal to Güterfelder Damm (Stahnsdorf)?,[],"['Teltowkanal', 'Güterfelder Damm (Stahnsdorf)']"
Basic-direction Query,Directional instructions Wolletzsee to Arsenal.,[],"['Wolletzsee', 'Arsenal']"
Basic-direction Query,What's the compass bearing from Pekrunstr. to Haßleben?,[],"['Pekrunstr.', 'Haßleben']"
Basic-direction Query,What's the compass direction to follow from Schillerpark to Str. der Jugend (Schönwalde)?,[],"['Schillerpark', 'Str. der Jugend (Schönwalde)']"
Basic-direction Query,Route advice from Green Door to Saarstr.?,[],"['Green Door', 'Saarstr.']"
Basic-direction Query,Can you advise me on the best route from the Hohensaaten - Neuendorf to Carmerstr.?,[],"['Hohensaaten - Neuendorf', 'Carmerstr.']"
Basic-direction Query,I'm at Potzlow and want to reach Centro Sud. What direction should I head in?,[],"['Potzlow', 'Centro Sud']"
Basic-direction Query,What is the preferred heading from Trave to Berlin Bar?,[],"['Trave', 'Berlin Bar']"
Basic-direction Query,Can you give a heading from An der Wuhle to Puschkinallee?,[],"['An der Wuhle', 'Puschkinallee']"
Basic-direction Query,What is the directional route between Königsweg (Zehlendorf) and Prinz-Friedrich-Leopold-Kanal?,[],"['Königsweg (Zehlendorf)', 'Prinz-Friedrich-Leopold-Kanal']"
Basic-direction Query,Please tell me the direction to go from Bruno-Taut-Str. to Neuendorf.,[],"['Bruno-Taut-Str.', 'Neuendorf']"
Basic-direction Query,Pathfinding Hubertusallee to Jiqingmen Street.,[],"['Hubertusallee', 'Jiqingmen Street']"
Basic-direction Query,Can you provide the orientation from Sacrow - Glienicker Brücke to Leopoldplatz?,[],"['Sacrow - Glienicker Brücke', 'Leopoldplatz']"
Basic-direction Query,Navigate the way to Warnitz from August-Bebel-Str. (Bernau).,[],"['Warnitz', 'August-Bebel-Str. (Bernau)']"
Basic-direction Query,What would be the direction if I start at B109/B110 and head to Hüttenweg?,[],"['B109/B110', 'Hüttenweg']"
Basic-direction Query,Can you guide me on the route from Seegefelder Weg to Marheinekeplatz?,[],"['Seegefelder Weg', 'Marheinekeplatz']"
Basic-direction Query,How do I determine the compass direction from Magdeburger Str. (Brandenburg) to Trebbin - Brück?,[],"['Magdeburger Str. (Brandenburg)', 'Trebbin - Brück']"
Basic-direction Query,How do I navigate the direction from Allgäuer Weg to Prenden - Klosterfelde?,[],"['Allgäuer Weg', 'Prenden - Klosterfelde']"
Basic-direction Query,Directional bearing between Rosefinch Bridge and (Neuer Garten) (Potsdam)?,[],"['Rosefinch Bridge', '(Neuer Garten) (Potsdam)']"
Basic-direction Query,How can I determine the compass heading from (Moorlake - Pfaueninsel) to Herthastr. (Grunewald)?,[],"['(Moorlake - Pfaueninsel)', 'Herthastr. (Grunewald)']"
